run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,merge_position_V0,hard_brake_count_V0,role_V1,speed_class_V1,merge_position_V1,hard_brake_count_V1,role_V2,speed_class_V2,merge_position_V2,hard_brake_count_V2,role_V3,speed_class_V3,merge_position_V3,hard_brake_count_V3
mean_900102,mean,900102,H0,H0_00218,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00219,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,2,2,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00220,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,1,ramp,homogeneous,1,0,mainline,homogeneous,2,2,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00221,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,2,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00222,success,1,0,0,V0>V2>V1>V3,ramp,homogeneous,1,0,ramp,homogeneous,3,0,mainline,homogeneous,2,2,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00223,success,1,0,0,V0>V2>V1>V3,ramp,homogeneous,1,0,ramp,homogeneous,3,0,mainline,homogeneous,2,2,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00224,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,2,ramp,homogeneous,4,1,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00225,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,1,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00226,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,3,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00227,success,1,0,0,V0>V3>V1>V2,ramp,homogeneous,1,0,ramp,homogeneous,3,0,mainline,homogeneous,4,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00228,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00229,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,2,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00230,success,1,0,0,V1>V3>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,4,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00231,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,2,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00232,success,1,0,0,V1>V2>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,2,3,mainline,homogeneous,4,0
mean_900102,mean,900102,H0,H0_00233,success,1,0,0,V1>V2>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,2,2,mainline,homogeneous,4,0
mean_900102,mean,900102,H0,H0_00234,success,1,0,0,V1>V2>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,2,3,mainline,homogeneous,4,0
mean_900102,mean,900102,H0,H0_00235,success,1,0,0,V1>V2>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,2,2,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00236,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,2,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00237,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,1,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00238,success,1,0,0,V2>V1>V3>V0,ramp,homogeneous,4,1,ramp,homogeneous,2,2,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00239,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,2,ramp,homogeneous,3,0,mainline,homogeneous,1,0,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00240,success,1,0,0,V3>V0>V2>V1,ramp,homogeneous,2,2,ramp,homogeneous,4,0,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00241,success,1,0,0,V2>V0>V3>V1,ramp,homogeneous,2,3,ramp,homogeneous,4,0,mainline,homogeneous,1,0,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00242,success,1,0,0,V1>V3>V0>V2,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,4,0,mainline,homogeneous,2,3
mean_900102,mean,900102,H0,H0_00243,success,1,0,0,V1>V2>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,1,0,mainline,homogeneous,2,2,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00244,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00245,success,1,0,0,V0>V2>V1>V3,ramp,homogeneous,1,0,ramp,homogeneous,3,0,mainline,homogeneous,2,2,mainline,homogeneous,4,0
mean_900102,mean,900102,H0,H0_00246,success,1,0,0,V3>V0>V1>V2,ramp,homogeneous,2,2,ramp,homogeneous,3,3,mainline,homogeneous,4,13,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00247,success,1,0,0,V2>V1>V0>V3,ramp,homogeneous,3,0,ramp,homogeneous,2,2,mainline,homogeneous,1,0,mainline,homogeneous,4,1
mean_900102,mean,900102,H0,H0_00248,success,1,0,0,V2>V0>V1>V3,ramp,homogeneous,2,2,ramp,homogeneous,3,1,mainline,homogeneous,1,0,mainline,homogeneous,4,3
mean_900102,mean,900102,H0,H0_00249,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,1,ramp,homogeneous,1,0,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00250,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,1,ramp,homogeneous,2,3,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00251,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_900102,mean,900102,H0,H0_00252,success,1,0,0,V3>V1>V2>V0,ramp,homogeneous,4,0,ramp,homogeneous,2,3,mainline,homogeneous,3,0,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00253,success,1,0,0,V1>V2>V3>V0,ramp,homogeneous,4,1,ramp,homogeneous,1,0,mainline,homogeneous,2,2,mainline,homogeneous,3,0
mean_900102,mean,900102,H0,H0_00254,success,1,0,0,V3>V0>V1>V2,ramp,homogeneous,2,2,ramp,homogeneous,3,0,mainline,homogeneous,4,1,mainline,homogeneous,1,0
mean_900102,mean,900102,H0,H0_00255,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,0,ramp,homogeneous,4,1,mainline,homogeneous,3,0,mainline,homogeneous,2,2
mean_910102,mean,910102,H0,H0_00000,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00001,collision,0,1,0,DNF,ramp,homogeneous,,3,ramp,homogeneous,,25,mainline,homogeneous,,6,mainline,homogeneous,,22
mean_910102,mean,910102,H0,H0_00002,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00003,collision,0,1,0,DNF,ramp,homogeneous,,25,ramp,homogeneous,,4,mainline,homogeneous,,8,mainline,homogeneous,,26
mean_910102,mean,910102,H0,H0_00004,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,14,mainline,homogeneous,,9,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00005,success,1,0,0,V3>V0>V1>V2,ramp,homogeneous,2,6,ramp,homogeneous,3,17,mainline,homogeneous,4,30,mainline,homogeneous,1,3
mean_910102,mean,910102,H0,H0_00006,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,4,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00007,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,2,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00008,collision,0,1,0,DNF,ramp,homogeneous,,16,ramp,homogeneous,,5,mainline,homogeneous,,14,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00009,collision,0,1,0,DNF,ramp,homogeneous,,24,ramp,homogeneous,,8,mainline,homogeneous,,23,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00010,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00011,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,0,mainline,homogeneous,,2
mean_910102,mean,910102,H0,H0_00012,collision,0,1,0,DNF,ramp,homogeneous,,27,ramp,homogeneous,,3,mainline,homogeneous,,28,mainline,homogeneous,,8
mean_910102,mean,910102,H0,H0_00013,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00014,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00015,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,2,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00016,collision,0,1,0,DNF,ramp,homogeneous,,27,ramp,homogeneous,,4,mainline,homogeneous,,28,mainline,homogeneous,,8
mean_910102,mean,910102,H0,H0_00017,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,6,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00018,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00019,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00020,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,2,ramp,homogeneous,4,30,mainline,homogeneous,3,19,mainline,homogeneous,2,6
mean_910102,mean,910102,H0,H0_00021,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00022,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00023,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,2,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00024,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,14,mainline,homogeneous,,6,mainline,homogeneous,,13
mean_910102,mean,910102,H0,H0_00025,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00026,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00027,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00028,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,2
mean_910102,mean,910102,H0,H0_00029,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,26,mainline,homogeneous,,27,mainline,homogeneous,,8
mean_910102,mean,910102,H0,H0_00030,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,0,mainline,homogeneous,,5,mainline,homogeneous,,7
mean_910102,mean,910102,H0,H0_00031,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,7,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00032,collision,0,1,0,DNF,ramp,homogeneous,,15,ramp,homogeneous,,5,mainline,homogeneous,,1,mainline,homogeneous,,14
mean_910102,mean,910102,H0,H0_00033,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00034,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,14,mainline,homogeneous,,3,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00035,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00036,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00037,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00038,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,11,mainline,homogeneous,,8,mainline,homogeneous,,7
mean_910102,mean,910102,H0,H0_00039,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,4,mainline,homogeneous,,0,mainline,homogeneous,,3
mean_910102,mean,910102,H0,H0_00040,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00041,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,4,mainline,homogeneous,,15,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00042,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00043,collision,0,1,0,DNF,ramp,homogeneous,,20,ramp,homogeneous,,1,mainline,homogeneous,,5,mainline,homogeneous,,21
mean_910102,mean,910102,H0,H0_00044,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,3,mainline,homogeneous,,15,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00045,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00046,collision,0,1,0,DNF,ramp,homogeneous,,9,ramp,homogeneous,,15,mainline,homogeneous,,11,mainline,homogeneous,,16
mean_910102,mean,910102,H0,H0_00047,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,18,mainline,homogeneous,,24,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00048,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00049,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,14,mainline,homogeneous,,15,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00050,collision,0,1,0,DNF,ramp,homogeneous,,11,ramp,homogeneous,,0,mainline,homogeneous,,8,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00051,success,1,0,0,V1>V3>V2>V0,ramp,homogeneous,4,31,ramp,homogeneous,1,4,mainline,homogeneous,3,15,mainline,homogeneous,2,8
mean_910102,mean,910102,H0,H0_00052,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00053,collision,0,1,0,DNF,ramp,homogeneous,,13,ramp,homogeneous,,0,mainline,homogeneous,,5,mainline,homogeneous,,12
mean_910102,mean,910102,H0,H0_00054,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,9,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00055,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,14,mainline,homogeneous,,0,mainline,homogeneous,,12
mean_910102,mean,910102,H0,H0_00056,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,15,mainline,homogeneous,,5,mainline,homogeneous,,16
mean_910102,mean,910102,H0,H0_00057,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,2,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00058,collision,0,1,0,DNF,ramp,homogeneous,,13,ramp,homogeneous,,2,mainline,homogeneous,,5,mainline,homogeneous,,12
mean_910102,mean,910102,H0,H0_00059,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00060,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00061,collision,0,1,0,DNF,ramp,homogeneous,,13,ramp,homogeneous,,5,mainline,homogeneous,,12,mainline,homogeneous,,2
mean_910102,mean,910102,H0,H0_00062,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,1
mean_910102,mean,910102,H0,H0_00063,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,5,mainline,homogeneous,,9,mainline,homogeneous,,14
mean_910102,mean,910102,H0,H0_00064,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,7,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00065,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00066,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00067,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,11,mainline,homogeneous,,6,mainline,homogeneous,,8
mean_910102,mean,910102,H0,H0_00068,collision,0,1,0,DNF,ramp,homogeneous,,3,ramp,homogeneous,,14,mainline,homogeneous,,15,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00069,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,14,mainline,homogeneous,,14,mainline,homogeneous,,4
mean_910102,mean,910102,H0,H0_00070,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,2
mean_910102,mean,910102,H0,H0_00071,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00072,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,15,mainline,homogeneous,,16,mainline,homogeneous,,4
mean_910102,mean,910102,H0,H0_00073,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00074,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,1
mean_910102,mean,910102,H0,H0_00075,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00076,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00077,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,2,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00078,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00079,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,3,ramp,homogeneous,4,30,mainline,homogeneous,2,6,mainline,homogeneous,3,17
mean_910102,mean,910102,H0,H0_00080,collision,0,1,0,DNF,ramp,homogeneous,,6,ramp,homogeneous,,15,mainline,homogeneous,,16,mainline,homogeneous,,4
mean_910102,mean,910102,H0,H0_00081,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,12,mainline,homogeneous,,13,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00082,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00083,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,7,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00084,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00085,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,2,mainline,homogeneous,,14,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00086,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00087,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,14,mainline,homogeneous,,13,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00088,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,3,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00089,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,7,mainline,homogeneous,,2,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00090,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,4,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00091,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,6,mainline,homogeneous,,15,mainline,homogeneous,,9
mean_910102,mean,910102,H0,H0_00092,collision,0,1,0,DNF,ramp,homogeneous,,10,ramp,homogeneous,,0,mainline,homogeneous,,12,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00093,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,14,mainline,homogeneous,,5,mainline,homogeneous,,14
mean_910102,mean,910102,H0,H0_00094,collision,0,1,0,DNF,ramp,homogeneous,,3,ramp,homogeneous,,26,mainline,homogeneous,,6,mainline,homogeneous,,27
mean_910102,mean,910102,H0,H0_00095,collision,0,1,0,DNF,ramp,homogeneous,,15,ramp,homogeneous,,4,mainline,homogeneous,,16,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00096,collision,0,1,0,DNF,ramp,homogeneous,,4,ramp,homogeneous,,7,mainline,homogeneous,,4,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00097,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00098,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,4,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00099,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,0,mainline,homogeneous,,13,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00100,collision,0,1,0,DNF,ramp,homogeneous,,2,ramp,homogeneous,,14,mainline,homogeneous,,14,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00101,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00102,collision,0,1,0,DNF,ramp,homogeneous,,25,ramp,homogeneous,,3,mainline,homogeneous,,26,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00103,collision,0,1,0,DNF,ramp,homogeneous,,14,ramp,homogeneous,,2,mainline,homogeneous,,5,mainline,homogeneous,,15
mean_910102,mean,910102,H0,H0_00104,success,1,0,0,V0>V2>V3>V1,ramp,homogeneous,1,4,ramp,homogeneous,4,33,mainline,homogeneous,2,8,mainline,homogeneous,3,19
mean_910102,mean,910102,H0,H0_00105,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00106,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00107,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,6,mainline,homogeneous,,3,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00108,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00109,collision,0,1,0,DNF,ramp,homogeneous,,26,ramp,homogeneous,,3,mainline,homogeneous,,26,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00110,collision,0,1,0,DNF,ramp,homogeneous,,7,ramp,homogeneous,,5,mainline,homogeneous,,0,mainline,homogeneous,,3
mean_910102,mean,910102,H0,H0_00111,success,1,0,0,V0>V3>V2>V1,ramp,homogeneous,1,3,ramp,homogeneous,4,30,mainline,homogeneous,3,19,mainline,homogeneous,2,6
mean_910102,mean,910102,H0,H0_00112,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,8,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00113,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,6,mainline,homogeneous,,0,mainline,homogeneous,,0
mean_910102,mean,910102,H0,H0_00114,collision,0,1,0,DNF,ramp,homogeneous,,0,ramp,homogeneous,,12,mainline,homogeneous,,10,mainline,homogeneous,,6
mean_910102,mean,910102,H0,H0_00115,collision,0,1,0,DNF,ramp,homogeneous,,5,ramp,homogeneous,,15,mainline,homogeneous,,16,mainline,homogeneous,,5
mean_910102,mean,910102,H0,H0_00116,collision,0,1,0,DNF,ramp,homogeneous,,8,ramp,homogeneous,,4,mainline,homogeneous,,0,mainline,homogeneous,,0
