run_id,condition,seed,bank,scenario_id,term_reason,completion,collision,timeout,merge_order,role_V0,speed_class_V0,window_entry_step_V0,window_exit_step_V0,window_active_steps_V0,brake_action_count_window_V0,brake_rate_window_V0,c_brake_window_V0,hard_brake_events_window_V0,hard_brake_events_episode_V0,role_V1,speed_class_V1,window_entry_step_V1,window_exit_step_V1,window_active_steps_V1,brake_action_count_window_V1,brake_rate_window_V1,c_brake_window_V1,hard_brake_events_window_V1,hard_brake_events_episode_V1,role_V2,speed_class_V2,window_entry_step_V2,window_exit_step_V2,window_active_steps_V2,brake_action_count_window_V2,brake_rate_window_V2,c_brake_window_V2,hard_brake_events_window_V2,hard_brake_events_episode_V2,role_V3,speed_class_V3,window_entry_step_V3,window_exit_step_V3,window_active_steps_V3,brake_action_count_window_V3,brake_rate_window_V3,c_brake_window_V3,hard_brake_events_window_V3,hard_brake_events_episode_V3
maximin_920102,maximin,920102,H1,H1_00043,success,1,0,0,V1>V2>V3>V0,ramp,slow,27.0,56.0,29,0,0.0,0.0,0,2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041927,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
maximin_920102,maximin,920102,H1,H1_00044,success,1,0,0,V3>V1>V0>V2,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,ramp,slow,21.0,49.0,28,0,0.0,0.039821,0,0,mainline,slow,26.0,55.0,29,2,0.0689655172413793,0.4,2,2,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00045,success,1,0,0,V3>V1>V2>V0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.4,2,2,ramp,fast,20.0,47.0,27,0,0.0,0.015806,0,0,mainline,slow,25.0,52.0,27,1,0.037037037037037,0.043907,0,0,mainline,fast,19.0,45.0,26,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00046,success,1,0,0,V2>V0>V3>V1,ramp,fast,19.0,46.0,27,0,0.0,0.027205,0,1,ramp,slow,25.0,53.0,28,1,0.0357142857142857,0.628287,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,24.0,51.0,27,2,0.074074074074074,0.043799,0,0
maximin_920102,maximin,920102,H1,H1_00047,success,1,0,0,V3>V0>V1>V2,ramp,fast,19.0,49.0,30,11,0.3666666666666666,0.760035,2,5,ramp,slow,25.0,51.0,26,5,0.1923076923076923,0.043799,0,0,mainline,slow,25.0,53.0,28,2,0.0714285714285714,0.441364,2,4,mainline,fast,20.0,48.0,28,2,0.0714285714285714,0.431088,2,7
maximin_920102,maximin,920102,H1,H1_00048,success,1,0,0,V2>V0>V3>V1,ramp,fast,21.0,48.0,27,0,0.0,0.004294,0,1,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.04417,0,0,mainline,slow,26.0,52.0,26,0,0.0,0.043907,0,0
maximin_920102,maximin,920102,H1,H1_00049,success,1,0,0,V3>V0>V2>V1,ramp,slow,19.0,49.0,30,0,0.0,0.0,0,1,ramp,fast,32.0,61.0,29,0,0.0,0.0,0,0,mainline,fast,29.0,56.0,27,0,0.0,0.008786,0,0,mainline,slow,19.0,46.0,27,0,0.0,0.042756,0,0
maximin_920102,maximin,920102,H1,H1_00050,success,1,0,0,V3>V1>V0>V2,ramp,fast,26.0,52.0,26,0,0.0,0.012758,0,0,ramp,slow,19.0,47.0,28,0,0.0,0.041364,0,0,mainline,slow,25.0,54.0,29,2,0.0689655172413793,0.4,2,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00051,success,1,0,0,V3>V1>V2>V0,ramp,fast,30.0,59.0,29,0,0.0,0.0,0,0,ramp,slow,18.0,48.0,30,0,0.0,0.0,0,1,mainline,fast,27.0,54.0,27,0,0.0,0.002491,0,0,mainline,slow,17.0,45.0,28,0,0.0,0.042384,0,0
maximin_920102,maximin,920102,H1,H1_00052,success,1,0,0,V1>V2>V3>V0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.008112,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.012758,0,0
maximin_920102,maximin,920102,H1,H1_00053,success,1,0,0,V2>V1>V0>V3,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,ramp,fast,19.0,48.0,29,6,0.2068965517241379,0.404553,1,6,mainline,fast,19.0,47.0,28,3,0.1071428571428571,0.004575,0,4,mainline,slow,25.0,53.0,28,0,0.0,0.01611,0,0
maximin_920102,maximin,920102,H1,H1_00054,success,1,0,0,V1>V2>V3>V0,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,3,ramp,fast,21.0,49.0,28,6,0.2142857142857142,0.216165,1,5,mainline,fast,20.0,50.0,30,14,0.4666666666666667,1.402148,7,12,mainline,slow,26.0,52.0,26,0,0.0,0.043907,0,0
maximin_920102,maximin,920102,H1,H1_00055,success,1,0,0,V0>V2>V3>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,slow,19.0,47.0,28,0,0.0,0.039066,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0
maximin_920102,maximin,920102,H1,H1_00056,success,1,0,0,V2>V0>V1>V3,ramp,slow,20.0,49.0,29,0,0.0,0.040672,0,0,ramp,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,26.0,55.0,29,2,0.0689655172413793,0.4,2,2
maximin_920102,maximin,920102,H1,H1_00057,success,1,0,0,V0>V2>V3>V1,ramp,slow,18.0,49.0,31,4,0.1290322580645161,0.820778,4,4,ramp,fast,30.0,60.0,30,0,0.0,0.0,0,0,mainline,slow,18.0,50.0,32,4,0.125,1.0,5,5,mainline,fast,28.0,55.0,27,0,0.0,0.00876,0,0
maximin_920102,maximin,920102,H1,H1_00058,success,1,0,0,V2>V1>V0>V3,ramp,fast,29.0,64.0,35,14,0.4,1.750584,0,5,ramp,slow,18.0,48.0,30,0,0.0,0.0,0,1,mainline,slow,18.0,45.0,27,0,0.0,0.042384,0,0,mainline,fast,30.0,64.0,34,17,0.5,2.04583,0,1
maximin_920102,maximin,920102,H1,H1_00059,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.008112,0,0
maximin_920102,maximin,920102,H1,H1_00060,success,1,0,0,V2>V0>V1>V3,ramp,slow,18.0,46.0,28,0,0.0,0.039641,0,0,ramp,fast,25.0,52.0,27,0,0.0,0.015706,0,0,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1
maximin_920102,maximin,920102,H1,H1_00061,success,1,0,0,V1>V3>V2>V0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.397647,0,0,ramp,fast,18.0,44.0,26,0,0.0,0.044065,0,0,mainline,fast,25.0,52.0,27,1,0.037037037037037,0.015706,0,0,mainline,slow,18.0,47.0,29,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00062,success,1,0,0,V1>V3>V0>V2,ramp,fast,31.0,64.0,33,11,0.3333333333333333,1.532032,0,5,ramp,slow,19.0,53.0,34,7,0.2058823529411764,1.44258,7,7,mainline,fast,31.0,65.0,34,15,0.4411764705882353,2.084862,1,6,mainline,slow,19.0,55.0,36,8,0.2222222222222222,2.0,9,9
maximin_920102,maximin,920102,H1,H1_00063,success,1,0,0,V1>V2>V3>V0,ramp,slow,27.0,56.0,29,1,0.0344827586206896,0.2,1,3,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041364,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
maximin_920102,maximin,920102,H1,H1_00064,success,1,0,0,V0>V2>V3>V1,ramp,slow,19.0,50.0,31,3,0.0967741935483871,0.648364,3,3,ramp,fast,32.0,62.0,30,0,0.0,0.0,0,0,mainline,slow,19.0,52.0,33,4,0.1212121212121212,1.2,5,5,mainline,fast,29.0,56.0,27,0,0.0,0.00876,0,0
maximin_920102,maximin,920102,H1,H1_00065,success,1,0,0,V3>V0>V1>V2,ramp,slow,18.0,47.0,29,0,0.0,0.0,0,0,ramp,fast,25.0,52.0,27,0,0.0,0.015706,0,0,mainline,slow,25.0,54.0,29,0,0.0,0.0,0,0,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0
maximin_920102,maximin,920102,H1,H1_00066,success,1,0,0,V3>V1>V0>V2,ramp,fast,25.0,52.0,27,0,0.0,0.015706,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.030252,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00067,success,1,0,0,V2>V0>V1>V3,ramp,fast,19.0,49.0,30,4,0.1333333333333333,0.760035,2,5,ramp,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,fast,20.0,48.0,28,1,0.0357142857142857,0.223527,1,4,mainline,slow,25.0,53.0,28,1,0.0357142857142857,0.223672,1,1
maximin_920102,maximin,920102,H1,H1_00068,success,1,0,0,V0>V3>V2>V1,ramp,slow,19.0,49.0,30,2,0.0666666666666666,0.424306,2,3,ramp,fast,31.0,61.0,30,0,0.0,0.0,0,0,mainline,fast,28.0,55.0,27,0,0.0,0.002488,0,0,mainline,slow,19.0,51.0,32,4,0.125,0.8,4,5
maximin_920102,maximin,920102,H1,H1_00069,success,1,0,0,V3>V0>V2>V1,ramp,fast,19.0,47.0,28,0,0.0,0.013688,0,1,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,3,mainline,slow,25.0,51.0,26,0,0.0,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00070,success,1,0,0,V0>V3>V2>V1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.366038,0,1,mainline,fast,25.0,52.0,27,1,0.037037037037037,0.015706,0,0,mainline,slow,18.0,47.0,29,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00071,success,1,0,0,V1>V3>V2>V0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.012758,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00072,success,1,0,0,V3>V0>V2>V1,ramp,fast,21.0,48.0,27,0,0.0,0.013785,0,1,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,3,mainline,slow,26.0,52.0,26,0,0.0,0.043907,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00073,success,1,0,0,V1>V2>V3>V0,ramp,fast,30.0,63.0,33,10,0.303030303030303,1.227457,0,3,ramp,slow,18.0,53.0,35,8,0.2285714285714285,1.660627,8,8,mainline,slow,18.0,53.0,35,9,0.2571428571428571,1.833647,9,10,mainline,fast,30.0,61.0,31,7,0.2258064516129032,0.910283,0,3
maximin_920102,maximin,920102,H1,H1_00074,collision,0,1,0,V0>V3,ramp,slow,19.0,52.0,33,16,0.4848484848484848,2.255733,7,7,ramp,fast,30.0,,26,1,0.0384615384615384,0.207092,1,1,mainline,fast,30.0,,26,3,0.1153846153846153,0.494796,0,1,mainline,slow,19.0,52.0,33,9,0.2727272727272727,1.8,7,7
maximin_920102,maximin,920102,H1,H1_00075,success,1,0,0,V3>V1>V2>V0,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,0,ramp,fast,20.0,47.0,27,0,0.0,0.008623,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00076,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041364,0,0
maximin_920102,maximin,920102,H1,H1_00077,success,1,0,0,V1>V2>V3>V0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,ramp,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.039598,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0
maximin_920102,maximin,920102,H1,H1_00078,success,1,0,0,V3>V0>V2>V1,ramp,fast,19.0,46.0,27,0,0.0,0.017763,0,0,ramp,slow,24.0,53.0,29,2,0.0689655172413793,0.4,2,3,mainline,slow,24.0,51.0,27,1,0.037037037037037,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00079,success,1,0,0,V2>V0>V1>V3,ramp,slow,20.0,48.0,28,0,0.0,0.040672,0,0,ramp,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,slow,26.0,55.0,29,2,0.0689655172413793,0.4,2,2
maximin_920102,maximin,920102,H1,H1_00080,success,1,0,0,V0>V3>V2>V1,ramp,fast,21.0,49.0,28,5,0.1785714285714285,0.219803,1,5,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.6,1,1,mainline,slow,26.0,53.0,27,1,0.037037037037037,0.043994,0,0,mainline,fast,21.0,50.0,29,13,0.4482758620689655,1.601574,8,12
maximin_920102,maximin,920102,H1,H1_00081,success,1,0,0,V3>V0>V2>V1,ramp,fast,21.0,48.0,27,0,0.0,0.004294,0,1,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,0,mainline,slow,26.0,53.0,27,0,0.0,0.043994,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00082,collision,0,1,0,V0>V3>V1>V2,ramp,slow,18.0,46.0,28,1,0.0357142857142857,0.042756,0,0,ramp,fast,30.0,58.0,28,0,0.0,0.017596,0,0,mainline,fast,27.0,58.0,31,5,0.1612903225806451,1.444346,1,1,mainline,slow,18.0,51.0,33,0,0.0,0.372741,0,0
maximin_920102,maximin,920102,H1,H1_00083,success,1,0,0,V2>V0>V1>V3,ramp,fast,20.0,50.0,30,4,0.1333333333333333,0.821977,4,8,ramp,slow,25.0,52.0,27,4,0.1481481481481481,0.043907,0,0,mainline,fast,21.0,49.0,28,1,0.0357142857142857,0.211594,1,6,mainline,slow,25.0,53.0,28,2,0.0714285714285714,0.441364,2,4
maximin_920102,maximin,920102,H1,H1_00084,success,1,0,0,V3>V0>V1>V2,ramp,slow,18.0,47.0,29,0,0.0,0.0,0,0,ramp,fast,25.0,52.0,27,0,0.0,0.015706,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00085,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,54.0,28,0,0.0,0.0,0,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.012758,0,0,mainline,slow,18.0,47.0,29,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00086,success,1,0,0,V2>V0>V3>V1,ramp,fast,20.0,47.0,27,0,0.0,0.037154,0,1,ramp,slow,25.0,54.0,29,0,0.0,0.0,0,0,mainline,fast,19.0,45.0,26,0,0.0,0.044123,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0
maximin_920102,maximin,920102,H1,H1_00087,success,1,0,0,V3>V0>V1>V2,ramp,slow,21.0,49.0,28,0,0.0,0.040672,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,26.0,55.0,29,2,0.0689655172413793,0.4,2,2,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00088,success,1,0,0,V2>V1>V0>V3,ramp,fast,27.0,54.0,27,0,0.0,0.010382,0,0,ramp,slow,21.0,50.0,29,0,0.0,0.039821,0,0,mainline,fast,20.0,46.0,26,0,0.0,0.04417,0,0,mainline,slow,26.0,56.0,30,3,0.1,0.6,3,6
maximin_920102,maximin,920102,H1,H1_00089,success,1,0,0,V2>V0>V1>V3,ramp,slow,19.0,47.0,28,0,0.0,0.041364,0,0,ramp,fast,26.0,52.0,26,0,0.0,0.012758,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1
maximin_920102,maximin,920102,H1,H1_00090,success,1,0,0,V1>V2>V3>V0,ramp,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.0,0,0,mainline,fast,25.0,52.0,27,0,0.0,0.015706,0,0
maximin_920102,maximin,920102,H1,H1_00091,collision,0,1,0,V3>V1>V0>V2,ramp,fast,31.0,65.0,34,17,0.5,2.054578,0,3,ramp,slow,19.0,49.0,30,0,0.0,0.0,0,1,mainline,fast,31.0,66.0,35,18,0.5142857142857142,2.140507,0,1,mainline,slow,19.0,46.0,27,0,0.0,0.042756,0,0
maximin_920102,maximin,920102,H1,H1_00092,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,54.0,28,0,0.0,0.0,0,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,25.0,52.0,27,0,0.0,0.015706,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00093,success,1,0,0,V2>V0>V1>V3,ramp,fast,19.0,49.0,30,3,0.1,0.455857,0,1,ramp,slow,25.0,51.0,26,0,0.0,0.043799,0,0,mainline,fast,20.0,48.0,28,1,0.0357142857142857,0.204352,1,6,mainline,slow,25.0,53.0,28,1,0.0357142857142857,0.241364,1,4
maximin_920102,maximin,920102,H1,H1_00094,success,1,0,0,V0>V2>V3>V1,ramp,slow,18.0,49.0,31,2,0.064516129032258,0.40382,2,2,ramp,fast,31.0,60.0,29,0,0.0,0.0,0,0,mainline,slow,18.0,50.0,32,4,0.125,0.833647,4,5,mainline,fast,28.0,54.0,26,0,0.0,0.002491,0,0
maximin_920102,maximin,920102,H1,H1_00095,success,1,0,0,V3>V1>V2>V0,ramp,slow,25.0,54.0,29,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.036943,0,1,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00096,success,1,0,0,V0>V2>V3>V1,ramp,fast,20.0,46.0,26,0,0.0,0.04417,0,0,ramp,slow,27.0,56.0,29,0,0.0,0.0,0,2,mainline,slow,20.0,48.0,28,0,0.0,0.041364,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
maximin_920102,maximin,920102,H1,H1_00097,success,1,0,0,V3>V0>V2>V1,ramp,slow,17.0,47.0,30,0,0.0,0.031065,0,0,ramp,fast,29.0,59.0,30,0,0.0,0.0,0,0,mainline,fast,27.0,54.0,27,0,0.0,0.002488,0,0,mainline,slow,17.0,45.0,28,0,0.0,0.042384,0,0
maximin_920102,maximin,920102,H1,H1_00098,success,1,0,0,V1>V2>V3>V0,ramp,slow,27.0,56.0,29,0,0.0,0.0,0,2,ramp,fast,20.0,46.0,26,0,0.0,0.04417,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041364,0,0,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0
maximin_920102,maximin,920102,H1,H1_00099,success,1,0,0,V3>V1>V0>V2,ramp,slow,25.0,52.0,27,1,0.037037037037037,0.043907,0,0,ramp,fast,20.0,49.0,29,2,0.0689655172413793,0.398664,1,5,mainline,slow,25.0,54.0,29,2,0.0689655172413793,0.4,2,4,mainline,fast,20.0,48.0,28,1,0.0357142857142857,0.033983,0,4
maximin_920102,maximin,920102,H1,H1_00100,success,1,0,0,V3>V0>V1>V2,ramp,slow,21.0,49.0,28,0,0.0,0.039821,0,0,ramp,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,26.0,55.0,29,2,0.0689655172413793,0.4,2,5,mainline,fast,19.0,46.0,27,0,0.0,0.04417,0,0
maximin_920102,maximin,920102,H1,H1_00101,success,1,0,0,V1>V3>V2>V0,ramp,fast,31.0,61.0,30,0,0.0,0.0,0,0,ramp,slow,19.0,49.0,30,2,0.0666666666666666,0.463083,2,2,mainline,fast,28.0,55.0,27,0,0.0,0.008786,0,0,mainline,slow,18.0,51.0,33,4,0.1212121212121212,1.2,4,4
maximin_920102,maximin,920102,H1,H1_00102,success,1,0,0,V1>V3>V2>V0,ramp,slow,25.0,55.0,30,2,0.0666666666666666,0.4,2,2,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.012758,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00103,success,1,0,0,V2>V1>V3>V0,ramp,slow,25.0,54.0,29,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.036943,0,1,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0
maximin_920102,maximin,920102,H1,H1_00104,success,1,0,0,V0>V2>V3>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,slow,19.0,47.0,28,0,0.0,0.008112,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0
maximin_920102,maximin,920102,H1,H1_00105,success,1,0,0,V2>V1>V0>V3,ramp,fast,26.0,52.0,26,0,0.0,0.012758,0,0,ramp,slow,19.0,47.0,28,0,0.0,0.041927,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,1
maximin_920102,maximin,920102,H1,H1_00106,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,55.0,29,0,0.0,0.0,0,1,ramp,fast,18.0,45.0,27,0,0.0,0.044123,0,0,mainline,fast,26.0,52.0,26,0,0.0,0.012758,0,0,mainline,slow,18.0,48.0,30,0,0.0,0.0,0,0
maximin_920102,maximin,920102,H1,H1_00107,success,1,0,0,V1>V2>V3>V0,ramp,fast,31.0,61.0,30,0,0.0,0.0,0,0,ramp,slow,19.0,49.0,30,2,0.0666666666666666,0.419159,2,3,mainline,slow,19.0,51.0,32,4,0.125,0.8,4,5,mainline,fast,28.0,55.0,27,0,0.0,0.035498,0,0
maximin_920102,maximin,920102,H1,H1_00108,success,1,0,0,V3>V1>V2>V0,ramp,slow,25.0,54.0,29,0,0.0,0.0,0,0,ramp,fast,19.0,46.0,27,0,0.0,0.012888,0,0,mainline,slow,24.0,51.0,27,0,0.0,0.043799,0,0,mainline,fast,18.0,44.0,26,0,0.0,0.044065,0,0
maximin_920102,maximin,920102,H1,H1_00109,success,1,0,0,V3>V1>V2>V0,ramp,fast,30.0,60.0,30,0,0.0,0.0,0,0,ramp,slow,18.0,48.0,30,0,0.0,0.0,0,1,mainline,fast,27.0,54.0,27,0,0.0,0.035582,0,0,mainline,slow,18.0,45.0,27,0,0.0,0.042384,0,0
maximin_920102,maximin,920102,H1,H1_00110,success,1,0,0,V3>V1>V0>V2,ramp,fast,26.0,52.0,26,0,0.0,0.012758,0,0,ramp,slow,18.0,46.0,28,0,0.0,0.008112,0,0,mainline,slow,25.0,54.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00111,success,1,0,0,V0>V3>V2>V1,ramp,slow,18.0,49.0,31,2,0.064516129032258,0.40382,2,2,ramp,fast,31.0,60.0,29,0,0.0,0.0,0,0,mainline,fast,28.0,54.0,26,0,0.0,0.002494,0,0,mainline,slow,18.0,50.0,32,3,0.09375,0.633647,3,4
maximin_920102,maximin,920102,H1,H1_00112,success,1,0,0,V3>V0>V2>V1,ramp,fast,19.0,47.0,28,0,0.0,0.015918,0,0,ramp,slow,25.0,54.0,29,0,0.0,0.0,0,0,mainline,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00113,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,slow,19.0,47.0,28,0,0.0,0.008112,0,0
maximin_920102,maximin,920102,H1,H1_00114,success,1,0,0,V3>V0>V1>V2,ramp,fast,20.0,49.0,29,3,0.1034482758620689,0.625904,3,6,ramp,slow,25.0,52.0,27,0,0.0,0.043907,0,0,mainline,slow,26.0,54.0,28,0,0.0,0.0,0,0,mainline,fast,20.0,48.0,28,1,0.0357142857142857,0.218526,1,5
maximin_920102,maximin,920102,H1,H1_00115,success,1,0,0,V0>V3>V2>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,fast,27.0,53.0,26,0,0.0,0.010373,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041927,0,0
maximin_920102,maximin,920102,H1,H1_00116,success,1,0,0,V3>V1>V2>V0,ramp,slow,24.0,53.0,29,2,0.0689655172413793,0.4,2,3,ramp,fast,19.0,46.0,27,0,0.0,0.017763,0,0,mainline,slow,24.0,51.0,27,1,0.037037037037037,0.043799,0,0,mainline,fast,18.0,45.0,27,0,0.0,0.044123,0,0
maximin_920102,maximin,920102,H1,H1_00117,success,1,0,0,V0>V2>V3>V1,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,mainline,slow,19.0,47.0,28,0,0.0,0.008112,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0
maximin_920102,maximin,920102,H1,H1_00118,success,1,0,0,V3>V0>V2>V1,ramp,slow,19.0,48.0,29,0,0.0,0.0,0,0,ramp,fast,31.0,61.0,30,0,0.0,0.0,0,0,mainline,fast,29.0,59.0,30,0,0.0,0.0,0,0,mainline,slow,18.0,46.0,28,0,0.0,0.042756,0,0
maximin_920102,maximin,920102,H1,H1_00119,success,1,0,0,V1>V3>V2>V0,ramp,slow,26.0,55.0,29,1,0.0344827586206896,0.2,1,2,ramp,fast,19.0,46.0,27,0,0.0,0.04417,0,0,mainline,fast,26.0,53.0,27,0,0.0,0.012769,0,0,mainline,slow,20.0,48.0,28,0,0.0,0.041364,0,0
